procurement_id,cpse_code,material_code,supplier,quantity,unit_price,total_spend,uom,procurement_date,plant
PR-72F5B825,IOCL,IOCL-DEMO-1B7212,Supplier_D,87,823.59,71652.33,EACH,2025-03-03,PLANT-3
PR-13D79204,ONGC,ONGC-DEMO-11A179,Supplier_C,83,2561.48,212602.84,EACH,2025-03-24,PLANT-2
PR-DCA556AC,IOCL,IOCL-DEMO-9E53D4,Supplier_B,9,4316.33,38846.97,EACH,2025-06-10,PLANT-5
PR-3594E590,BHEL,BHEL-DEMO-C90E14,Supplier_B,93,3487.83,324368.19,EACH,2025-01-07,PLANT-1
PR-9D8C3D80,SAIL,SAIL-DEMO-0F07D4,Supplier_C,62,380.79,23608.98,EACH,2025-04-03,PLANT-3
PR-38E165C7,SAIL,SAIL-DEMO-CD444F,Supplier_E,36,239.29,8614.44,EACH,2025-10-02,PLANT-5
PR-59F58748,BHEL,BHEL-DEMO-3FF0BA,Supplier_A,37,3985.13,147449.81,EACH,2025-12-21,PLANT-2
PR-F8662946,NTPC,NTPC-DEMO-3C6958,Supplier_E,92,181.67,16713.64,EACH,2025-05-18,PLANT-1
PR-61AE04F5,SAIL,SAIL-DEMO-B8116A,Supplier_D,26,1247.86,32444.36,EACH,2025-08-18,PLANT-5
PR-2E8859ED,ONGC,ONGC-DEMO-5B7AFD,Supplier_E,44,4702.81,206923.64,EACH,2025-03-06,PLANT-2
PR-8722A036,SAIL,SAIL-DEMO-BB430D,Supplier_C,82,226.13,18542.66,EACH,2025-12-18,PLANT-4
PR-BE99C101,IOCL,IOCL-DEMO-5441C5,Supplier_A,94,4371.17,410889.98,EACH,2025-12-17,PLANT-3
PR-BFE9987E,IOCL,IOCL-DEMO-DFFF8A,Supplier_E,86,162.23,13951.78,EACH,2025-08-25,PLANT-1
PR-8FF7AF6A,ONGC,ONGC-DEMO-23B9C4,Supplier_B,83,4225.86,350746.38,EACH,2025-05-08,PLANT-4
PR-53599DE3,NTPC,NTPC-DEMO-C87A3E,Supplier_D,24,998.05,23953.2,EACH,2025-08-05,PLANT-3
PR-C05768D6,ONGC,ONGC-DEMO-D8AEB2,Supplier_A,42,2024.12,85013.04,EACH,2025-03-14,PLANT-3
PR-8A940F9A,IOCL,IOCL-DEMO-4D52E7,Supplier_E,9,1721.92,15497.28,EACH,2025-02-22,PLANT-4
PR-6E0F3A91,IOCL,IOCL-DEMO-A86621,Supplier_C,70,43.36,3035.2,EACH,2025-11-28,PLANT-3
PR-1830D34A,NTPC,NTPC-DEMO-99B745,Supplier_A,75,2261.33,169599.75,EACH,2025-05-24,PLANT-5
PR-BAA184A0,NTPC,NTPC-DEMO-80C4D3,Supplier_E,66,3100.97,204664.02,EACH,2025-09-06,PLANT-3
PR-366B4FD5,NTPC,NTPC-DEMO-4CAA4F,Supplier_E,41,1591.28,65242.48,EACH,2025-04-03,PLANT-2
PR-7E462575,ONGC,ONGC-DEMO-332560,Supplier_D,15,3674.44,55116.6,EACH,2025-05-13,PLANT-3
PR-D3313770,BHEL,BHEL-DEMO-EFFF0A,Supplier_D,82,2151.01,176382.82,EACH,2025-09-13,PLANT-1
PR-8CBF0528,ONGC,ONGC-DEMO-DDABF4,Supplier_C,16,4045.68,64730.88,EACH,2025-12-07,PLANT-2
PR-5E3AE8E6,ONGC,ONGC-DEMO-483ED7,Supplier_E,75,45.56,3417.0,EACH,2025-11-06,PLANT-1
PR-C53D1C6B,NTPC,NTPC-DEMO-211648,Supplier_C,43,760.94,32720.42,EACH,2025-02-02,PLANT-5
PR-461F46EF,NTPC,NTPC-DEMO-BAFF02,Supplier_E,47,1690.71,79463.37,EACH,2025-02-04,PLANT-5
PR-4C5A9CD8,NTPC,NTPC-DEMO-F2C505,Supplier_B,94,2103.6,197738.4,EACH,2025-12-01,PLANT-1
PR-641B04F6,ONGC,ONGC-DEMO-6C4BE3,Supplier_E,59,4151.77,244954.43,EACH,2025-08-16,PLANT-3
PR-C3B3088C,SAIL,SAIL-DEMO-F717BF,Supplier_E,82,1682.63,137975.66,EACH,2025-12-21,PLANT-5
PR-66BE7C69,SAIL,SAIL-DEMO-BF20BE,Supplier_A,49,1959.98,96039.02,EACH,2025-06-07,PLANT-5
PR-57D89943,BHEL,BHEL-DEMO-59670E,Supplier_B,70,2000.61,140042.7,EACH,2025-10-06,PLANT-4
PR-9A383802,BHEL,BHEL-DEMO-A27B01,Supplier_D,39,2893.25,112836.75,EACH,2025-10-25,PLANT-2
PR-9E286C87,SAIL,SAIL-DEMO-72CADC,Supplier_B,76,2746.56,208738.56,EACH,2025-09-26,PLANT-1
PR-E4F1018C,IOCL,IOCL-DEMO-432A6E,Supplier_A,81,2665.97,215943.57,EACH,2025-12-24,PLANT-4
PR-C230BA18,NTPC,NTPC-DEMO-04DF85,Supplier_A,98,1340.93,131411.14,EACH,2025-04-08,PLANT-5
PR-884EDCF7,IOCL,IOCL-DEMO-18BB8A,Supplier_B,99,1608.45,159236.55,EACH,2025-02-08,PLANT-2
PR-9DED8678,BHEL,BHEL-DEMO-3D9A43,Supplier_D,49,4541.77,222546.73,EACH,2025-01-01,PLANT-5
PR-CF3E1FDF,BHEL,BHEL-DEMO-4F05CA,Supplier_C,2,33.69,67.38,EACH,2025-05-14,PLANT-5
PR-ED75D6A6,SAIL,SAIL-DEMO-F44A5F,Supplier_C,46,2410.42,110879.32,EACH,2025-05-09,PLANT-3
PR-B2BF14BF,BHEL,BHEL-DEMO-D75A75,Supplier_D,71,2818.67,200125.57,EACH,2025-05-23,PLANT-2
PR-1E9023CA,ONGC,ONGC-DEMO-D9A17D,Supplier_A,52,4323.63,224828.76,EACH,2025-05-18,PLANT-3
PR-666C6D89,IOCL,IOCL-DEMO-DD37F2,Supplier_D,61,493.33,30093.13,EACH,2025-11-28,PLANT-5
PR-994D4C1F,BHEL,BHEL-DEMO-852794,Supplier_E,30,4201.34,126040.2,EACH,2025-11-27,PLANT-2
PR-9C2FF305,SAIL,SAIL-DEMO-DBF64A,Supplier_D,94,3907.88,367340.72,EACH,2025-01-21,PLANT-4
PR-581814FA,BHEL,BHEL-DEMO-FEECF3,Supplier_C,73,748.62,54649.26,EACH,2025-07-25,PLANT-4
PR-5DD6E55D,BHEL,BHEL-DEMO-B53CD9,Supplier_D,8,4705.95,37647.6,EACH,2025-10-03,PLANT-1
PR-E629B3AA,IOCL,IOCL-DEMO-300D71,Supplier_C,68,2906.15,197618.2,EACH,2025-06-08,PLANT-1
PR-101F2843,NTPC,NTPC-DEMO-36EBE5,Supplier_A,40,3611.91,144476.4,EACH,2025-05-26,PLANT-5
PR-4BD6A44D,NTPC,NTPC-DEMO-6FB814,Supplier_A,88,338.76,29810.88,EACH,2025-01-13,PLANT-5
PR-AC57EA14,SAIL,SAIL-DEMO-EEA5D3,Supplier_A,57,1651.92,94159.44,EACH,2025-08-20,PLANT-4
PR-092EDD45,IOCL,IOCL-DEMO-8B016E,Supplier_B,73,2061.07,150458.11,EACH,2025-08-19,PLANT-5
PR-6E0BC9DF,SAIL,SAIL-DEMO-2B25BE,Supplier_A,37,4887.22,180827.14,EACH,2025-08-09,PLANT-5
PR-49D8D5C3,ONGC,ONGC-DEMO-C0A7EC,Supplier_C,67,2368.38,158681.46,EACH,2025-08-07,PLANT-1
PR-3C901218,SAIL,SAIL-DEMO-A86702,Supplier_A,80,4179.76,334380.8,EACH,2025-08-27,PLANT-2
PR-89F9C80D,SAIL,SAIL-DEMO-94DD62,Supplier_A,41,938.26,38468.66,EACH,2025-06-12,PLANT-1
PR-CEF1A068,NTPC,NTPC-DEMO-26E133,Supplier_C,9,2731.73,24585.57,EACH,2025-08-20,PLANT-1
PR-25F89893,NTPC,NTPC-DEMO-46BC01,Supplier_B,100,348.67,34867.0,EACH,2025-02-13,PLANT-5
PR-B6E71B2C,SAIL,SAIL-DEMO-184736,Supplier_E,7,4412.41,30886.87,EACH,2025-09-17,PLANT-1
PR-D954BADD,BHEL,BHEL-DEMO-00E802,Supplier_B,53,1201.36,63672.08,EACH,2025-12-28,PLANT-1
PR-67DDD121,ONGC,ONGC-DEMO-73429E,Supplier_C,83,3985.08,330761.64,EACH,2025-04-05,PLANT-1
PR-B30191EA,NTPC,NTPC-DEMO-327E0B,Supplier_C,2,4629.42,9258.84,EACH,2025-09-18,PLANT-2
PR-590B50C8,SAIL,SAIL-DEMO-0193CB,Supplier_B,76,4601.76,349733.76,EACH,2025-02-13,PLANT-3
PR-9CA8C08D,ONGC,ONGC-DEMO-47CB24,Supplier_B,94,4705.66,442332.04,EACH,2025-01-12,PLANT-4
PR-650AD85A,SAIL,SAIL-DEMO-6E2354,Supplier_D,5,2847.23,14236.15,EACH,2025-11-15,PLANT-2
PR-30133CE1,IOCL,IOCL-DEMO-EC188D,Supplier_E,88,3365.98,296206.24,EACH,2025-08-15,PLANT-2
PR-86A74589,BHEL,BHEL-DEMO-511761,Supplier_D,96,904.06,86789.76,EACH,2025-08-10,PLANT-2
PR-FEA64A22,BHEL,BHEL-DEMO-8410BA,Supplier_D,12,3607.44,43289.28,EACH,2025-02-17,PLANT-3
PR-5910B4A7,SAIL,SAIL-DEMO-EBD7F6,Supplier_A,48,4217.92,202460.16,EACH,2025-11-23,PLANT-3
PR-4961CC8F,IOCL,IOCL-DEMO-2CE2D8,Supplier_B,97,3179.24,308386.28,EACH,2025-01-10,PLANT-1
PR-328409F5,NTPC,NTPC-DEMO-46099A,Supplier_C,98,1156.07,113294.86,EACH,2025-07-18,PLANT-3
PR-E9814BFD,NTPC,NTPC-DEMO-C92EE0,Supplier_A,84,2310.09,194047.56,EACH,2025-11-09,PLANT-4
PR-D31A4D5D,SAIL,SAIL-DEMO-62B42B,Supplier_E,50,3655.39,182769.5,EACH,2025-11-15,PLANT-1
PR-BDCBC61B,IOCL,IOCL-DEMO-BBB0EB,Supplier_C,47,2984.96,140293.12,EACH,2025-08-26,PLANT-3
PR-2FCAA3AA,ONGC,ONGC-DEMO-1D08E4,Supplier_B,40,4357.57,174302.8,EACH,2025-07-22,PLANT-5
PR-F51F743F,ONGC,ONGC-DEMO-3095C9,Supplier_D,32,3370.43,107853.76,EACH,2025-10-20,PLANT-4
PR-4302CDA9,IOCL,IOCL-DEMO-DF9A98,Supplier_E,84,904.47,75975.48,EACH,2025-06-23,PLANT-4
PR-225ADA84,ONGC,ONGC-DEMO-0436C0,Supplier_E,52,36.87,1917.24,EACH,2025-07-11,PLANT-4
PR-D19207DE,ONGC,ONGC-DEMO-AEEF30,Supplier_B,1,4474.64,4474.64,EACH,2025-02-15,PLANT-4
PR-EB052868,BHEL,BHEL-DEMO-14CFF4,Supplier_D,40,1467.73,58709.2,EACH,2025-06-21,PLANT-2
PR-CE5AA003,ONGC,ONGC-DEMO-334794,Supplier_D,78,599.2,46737.6,EACH,2025-05-16,PLANT-3
PR-DCF2C2EF,SAIL,SAIL-DEMO-8BE911,Supplier_A,51,52.53,2679.03,EACH,2025-08-21,PLANT-5
PR-3A7CEA40,SAIL,SAIL-DEMO-8C948E,Supplier_A,80,3560.11,284808.8,EACH,2025-09-16,PLANT-4
PR-D70966A0,NTPC,NTPC-DEMO-7FD4B7,Supplier_D,3,2725.22,8175.66,EACH,2025-09-11,PLANT-3
PR-B83F25B7,BHEL,BHEL-DEMO-7AA46E,Supplier_D,54,1293.97,69874.38,EACH,2025-02-08,PLANT-4
PR-9C088A25,SAIL,SAIL-DEMO-11E68A,Supplier_E,18,150.64,2711.52,EACH,2025-05-22,PLANT-5
PR-D8B59995,ONGC,ONGC-DEMO-BA0F2C,Supplier_B,37,1779.05,65824.85,EACH,2025-10-12,PLANT-1
PR-30E7D01B,BHEL,BHEL-DEMO-3E70E0,Supplier_A,25,3686.54,92163.5,EACH,2025-06-10,PLANT-1
PR-CBFFA2D1,SAIL,SAIL-DEMO-907890,Supplier_C,81,2950.89,239022.09,EACH,2025-07-13,PLANT-1
PR-7D136BC1,BHEL,BHEL-DEMO-2B855F,Supplier_A,32,2918.32,93386.24,EACH,2025-09-20,PLANT-4
PR-A6B3D1B1,IOCL,IOCL-DEMO-6F4C72,Supplier_C,28,596.77,16709.56,EACH,2025-04-11,PLANT-4
PR-7EDB880B,BHEL,BHEL-DEMO-10750D,Supplier_D,76,1268.5,96406.0,EACH,2025-01-02,PLANT-4
PR-7280C578,ONGC,ONGC-DEMO-D931E6,Supplier_A,22,1695.54,37301.88,EACH,2025-10-18,PLANT-4
PR-C3681BEF,SAIL,SAIL-DEMO-F1F629,Supplier_D,30,206.07,6182.1,EACH,2025-07-08,PLANT-1
PR-BF9605AF,ONGC,ONGC-DEMO-516FF6,Supplier_A,90,4990.17,449115.3,EACH,2025-04-10,PLANT-1
PR-17F02342,BHEL,BHEL-DEMO-08FC86,Supplier_D,49,4574.96,224173.04,EACH,2025-07-23,PLANT-5
PR-219F2330,BHEL,BHEL-DEMO-2636A8,Supplier_D,12,1564.97,18779.64,EACH,2025-05-10,PLANT-4
PR-0117F1DF,IOCL,IOCL-DEMO-4E432D,Supplier_B,30,4487.14,134614.2,EACH,2025-07-25,PLANT-1
PR-9D1ED877,SAIL,SAIL-DEMO-28973F,Supplier_C,87,3046.48,265043.76,EACH,2025-07-15,PLANT-2
PR-A4DD3964,SAIL,SAIL-DEMO-382F5E,Supplier_A,2,1042.25,2084.5,EACH,2025-07-11,PLANT-3
PR-44DE7FEE,IOCL,IOCL-DEMO-793BD1,Supplier_A,22,3021.96,66483.12,EACH,2025-07-07,PLANT-3
PR-78C9191F,IOCL,IOCL-DEMO-381C7E,Supplier_E,42,4980.9,209197.8,EACH,2025-02-05,PLANT-1
PR-C6E1343B,ONGC,ONGC-DEMO-6036FF,Supplier_D,72,1701.3,122493.6,EACH,2025-06-05,PLANT-4
PR-80FBFAB1,IOCL,IOCL-DEMO-C6CAFE,Supplier_D,49,2796.38,137022.62,EACH,2025-01-20,PLANT-4
PR-3FBAB7AC,ONGC,ONGC-DEMO-697931,Supplier_B,24,2769.28,66462.72,EACH,2025-05-28,PLANT-5
PR-99241D07,IOCL,IOCL-DEMO-635EB5,Supplier_E,2,2677.02,5354.04,EACH,2025-12-01,PLANT-3
PR-83F28D86,NTPC,NTPC-DEMO-1D9306,Supplier_B,29,3192.38,92579.02,EACH,2025-06-07,PLANT-1
PR-564C6F14,IOCL,IOCL-DEMO-E53C0F,Supplier_D,36,4793.66,172571.76,EACH,2025-04-21,PLANT-4
PR-157CF858,ONGC,ONGC-DEMO-059585,Supplier_E,58,3015.7,174910.6,EACH,2025-03-14,PLANT-3
PR-6E1C41B9,ONGC,ONGC-DEMO-F3CDA6,Supplier_A,14,20.97,293.58,EACH,2025-03-14,PLANT-2
PR-6B2AB2B6,BHEL,BHEL-DEMO-56C212,Supplier_D,82,2473.18,202800.76,EACH,2025-01-12,PLANT-5
PR-D31C16CC,ONGC,ONGC-DEMO-92A8EF,Supplier_C,3,4638.2,13914.6,EACH,2025-02-13,PLANT-3
PR-6D3D85F8,ONGC,ONGC-DEMO-031BDC,Supplier_D,11,4933.43,54267.73,EACH,2025-01-22,PLANT-5
PR-79BFE4AC,BHEL,BHEL-DEMO-CAC585,Supplier_E,51,3138.13,160044.63,EACH,2025-08-23,PLANT-4
PR-7CD332F9,SAIL,SAIL-DEMO-09F6F7,Supplier_D,33,2192.49,72352.17,EACH,2025-10-12,PLANT-5
PR-85DF4E39,IOCL,IOCL-DEMO-6C3063,Supplier_C,34,1328.57,45171.38,EACH,2025-05-12,PLANT-4
PR-ED3B05A1,IOCL,IOCL-DEMO-77D50D,Supplier_B,11,1099.79,12097.69,EACH,2025-09-08,PLANT-3
PR-31B36906,SAIL,SAIL-DEMO-9EE9E2,Supplier_C,28,819.71,22951.88,EACH,2025-07-04,PLANT-5
PR-16689482,ONGC,ONGC-DEMO-3334E2,Supplier_A,44,799.65,35184.6,EACH,2025-03-16,PLANT-2
PR-A9D75323,ONGC,ONGC-DEMO-06C143,Supplier_A,86,2515.21,216308.06,EACH,2025-01-26,PLANT-2
PR-4E7E9D4E,SAIL,SAIL-DEMO-F25A46,Supplier_A,29,727.44,21095.76,EACH,2025-08-16,PLANT-5
PR-657CA4C8,BHEL,BHEL-DEMO-536E52,Supplier_D,49,4128.19,202281.31,EACH,2025-07-21,PLANT-5
PR-5FC39177,SAIL,SAIL-DEMO-97109C,Supplier_D,71,377.05,26770.55,EACH,2025-04-03,PLANT-1
PR-D4A06690,BHEL,BHEL-DEMO-03BC66,Supplier_A,63,4011.91,252750.33,EACH,2025-09-07,PLANT-3
PR-138EF5A4,BHEL,BHEL-DEMO-F813A4,Supplier_D,28,2163.67,60582.76,EACH,2025-05-10,PLANT-3
PR-CF99B822,IOCL,IOCL-DEMO-B1CD51,Supplier_A,40,4954.8,198192.0,EACH,2025-11-16,PLANT-3
PR-6ADA0D3D,SAIL,SAIL-DEMO-CBBC73,Supplier_B,46,1592.57,73258.22,EACH,2025-06-25,PLANT-1
PR-EC1A0E1B,ONGC,ONGC-DEMO-3912CA,Supplier_C,58,1982.05,114958.9,EACH,2025-07-09,PLANT-1
PR-0B294ED9,NTPC,NTPC-DEMO-D2AA5D,Supplier_A,94,3666.76,344675.44,EACH,2025-12-11,PLANT-2
PR-E4992A81,SAIL,SAIL-DEMO-C8E745,Supplier_C,31,796.8,24700.8,EACH,2025-12-07,PLANT-2
PR-35A22C2F,NTPC,NTPC-DEMO-359878,Supplier_A,41,93.24,3822.84,EACH,2025-10-23,PLANT-4
PR-A7D6AD1E,ONGC,ONGC-DEMO-62BF18,Supplier_B,21,2807.08,58948.68,EACH,2025-05-01,PLANT-3
PR-DFF148B4,BHEL,BHEL-DEMO-5EC9BC,Supplier_A,47,1833.51,86174.97,EACH,2025-05-09,PLANT-4
PR-C5D48906,SAIL,SAIL-DEMO-B4F232,Supplier_D,43,3343.71,143779.53,EACH,2025-01-09,PLANT-1
PR-B2EF0AA8,BHEL,BHEL-DEMO-B4CE60,Supplier_E,46,2652.19,122000.74,EACH,2025-10-04,PLANT-1
PR-4FAAD735,IOCL,IOCL-DEMO-3A946E,Supplier_B,88,4620.86,406635.68,EACH,2025-02-11,PLANT-5
PR-98D7DAFF,IOCL,IOCL-DEMO-A27A1D,Supplier_D,63,3031.58,190989.54,EACH,2025-02-28,PLANT-5
PR-438EACD5,IOCL,IOCL-DEMO-70BB2E,Supplier_C,69,3747.74,258594.06,EACH,2025-03-06,PLANT-5
PR-A085E368,SAIL,SAIL-DEMO-F742F0,Supplier_E,78,4868.51,379743.78,EACH,2025-09-28,PLANT-1
PR-EAB17E8F,NTPC,NTPC-DEMO-751E04,Supplier_A,32,878.03,28096.96,EACH,2025-05-21,PLANT-4
PR-E5970F6A,BHEL,BHEL-DEMO-D56897,Supplier_A,30,2303.23,69096.9,EACH,2025-09-24,PLANT-3
PR-4BFD1AF3,ONGC,ONGC-DEMO-FD1569,Supplier_C,70,294.85,20639.5,EACH,2025-12-15,PLANT-5
PR-49CDA55B,SAIL,SAIL-DEMO-7F5873,Supplier_B,36,908.42,32703.12,EACH,2025-04-26,PLANT-3
PR-DD329F99,SAIL,SAIL-DEMO-93B256,Supplier_B,52,153.98,8006.96,EACH,2025-03-26,PLANT-4
PR-1610B5F6,IOCL,IOCL-DEMO-EC4337,Supplier_A,14,4618.93,64665.02,EACH,2025-08-15,PLANT-3
PR-5A9C9C6F,NTPC,NTPC-DEMO-30CBC8,Supplier_C,51,2049.8,104539.8,EACH,2025-09-24,PLANT-2
PR-073E056A,ONGC,ONGC-DEMO-7AB174,Supplier_E,55,815.96,44877.8,EACH,2025-01-16,PLANT-2
PR-5DD90D3A,NTPC,NTPC-DEMO-B9B61F,Supplier_A,48,1069.92,51356.16,EACH,2025-09-07,PLANT-4
PR-5FED77CE,BHEL,BHEL-DEMO-9DAC49,Supplier_C,98,1239.36,121457.28,EACH,2025-04-24,PLANT-1
PR-41B5B9D4,ONGC,ONGC-DEMO-7B5B47,Supplier_B,28,808.97,22651.16,EACH,2025-09-26,PLANT-2
PR-C2D33010,BHEL,BHEL-DEMO-017847,Supplier_E,82,4421.69,362578.58,EACH,2025-07-16,PLANT-3
PR-E6E6A982,IOCL,IOCL-DEMO-4BC9E8,Supplier_B,45,1681.91,75685.95,EACH,2025-02-21,PLANT-3
PR-E63FF795,NTPC,NTPC-DEMO-5A9AD4,Supplier_D,54,4502.2,243118.8,EACH,2025-07-03,PLANT-5
PR-5BFCD4F7,SAIL,SAIL-DEMO-398AA3,Supplier_A,21,2444.64,51337.44,EACH,2025-07-19,PLANT-1
PR-2C6F5BA4,SAIL,SAIL-DEMO-1C627E,Supplier_C,87,4440.36,386311.32,EACH,2025-09-06,PLANT-4
PR-0857820C,BHEL,BHEL-DEMO-4435A5,Supplier_E,30,341.46,10243.8,EACH,2025-10-25,PLANT-4
PR-14D49B15,IOCL,IOCL-DEMO-1A89B8,Supplier_A,77,456.47,35148.19,EACH,2025-02-23,PLANT-2
PR-470A9A70,NTPC,NTPC-DEMO-E07BDB,Supplier_B,66,3517.73,232170.18,EACH,2025-03-18,PLANT-1
PR-B3C4EA8A,NTPC,NTPC-DEMO-EF26B3,Supplier_A,16,4853.59,77657.44,EACH,2025-04-26,PLANT-2
PR-68E3ED6C,IOCL,IOCL-DEMO-36C982,Supplier_E,54,975.43,52673.22,EACH,2025-04-14,PLANT-5
PR-41F47B15,ONGC,ONGC-DEMO-403314,Supplier_D,50,1760.38,88019.0,EACH,2025-05-22,PLANT-4
PR-D0EE47FC,IOCL,IOCL-DEMO-E39217,Supplier_C,16,4791.73,76667.68,EACH,2025-06-22,PLANT-4
PR-5AC3E029,IOCL,IOCL-DEMO-D89CE2,Supplier_C,30,2414.78,72443.4,EACH,2025-06-22,PLANT-1
PR-14FD3614,IOCL,IOCL-DEMO-670852,Supplier_A,22,4080.32,89767.04,EACH,2025-03-16,PLANT-5
PR-C6C4C5BD,IOCL,IOCL-DEMO-660F7C,Supplier_D,28,1837.44,51448.32,EACH,2025-02-21,PLANT-4
PR-8379220D,NTPC,NTPC-DEMO-D5AE5A,Supplier_D,15,4443.42,66651.3,EACH,2025-10-21,PLANT-2
PR-B72B3CFC,BHEL,BHEL-DEMO-C23329,Supplier_D,71,2238.38,158924.98,EACH,2025-06-19,PLANT-5
PR-861A7D7D,IOCL,IOCL-DEMO-8C7BBC,Supplier_C,82,4127.87,338485.34,EACH,2025-08-12,PLANT-3
PR-2ED9FA08,ONGC,ONGC-DEMO-E4A4F5,Supplier_C,37,950.67,35174.79,EACH,2025-06-22,PLANT-4
PR-3C94F62D,IOCL,IOCL-DEMO-8A2744,Supplier_E,67,3520.89,235899.63,EACH,2025-11-08,PLANT-1
PR-A0E1AB3A,NTPC,NTPC-DEMO-F69270,Supplier_B,76,4358.69,331260.44,EACH,2025-05-20,PLANT-1
PR-174B160B,SAIL,SAIL-DEMO-A82F49,Supplier_C,25,1343.62,33590.5,EACH,2025-11-14,PLANT-4
PR-EFFEED2F,BHEL,BHEL-DEMO-08B2F3,Supplier_A,22,1937.57,42626.54,EACH,2025-06-17,PLANT-4
PR-FD2597CC,ONGC,ONGC-DEMO-10284B,Supplier_E,29,751.22,21785.38,EACH,2025-05-14,PLANT-4
PR-6A0FA6A5,IOCL,IOCL-DEMO-EC2947,Supplier_D,17,2864.33,48693.61,EACH,2025-09-11,PLANT-4
PR-23EBC662,SAIL,SAIL-DEMO-0A5C80,Supplier_E,27,2709.3,73151.1,EACH,2025-09-24,PLANT-2
