pair_id,source_template_category,true_label,record_A_mat_code,record_B_mat_code,reason
34206ae0-275e-4211-a8bd-aa7696ca96d3,CAT-BRG,EXACT_DUPLICATE,GME-SYN-496915,AHM-SYN-602758,Identical MPN and specs
234cece9-f119-4aab-ab74-cbd4a4c88065,CAT-FST,EXACT_DUPLICATE,GME-SYN-911138,CPI-SYN-722000,Identical MPN and specs
2fa5a821-1085-4792-b73a-d970cbd3fc9e,CAT-GSK,EXACT_DUPLICATE,BUS-SYN-121950,AHM-SYN-323126,Identical MPN and specs
1c8dca9b-e68d-43d2-b719-1e6e32150abb,CAT-FST,EXACT_DUPLICATE,NEC-SYN-734553,NEC-SYN-959700,Identical MPN and specs
24412527-393f-4fa3-a2e6-21961830cf72,CAT-FST,EXACT_DUPLICATE,GME-SYN-481636,NEC-SYN-361983,Identical MPN and specs
0620caf5-043f-4c21-a83d-664408cf77f3,CAT-MTR,EXACT_DUPLICATE,AHM-SYN-783760,BUS-SYN-146372,Identical MPN and specs
c8d28a8c-03cb-4ee3-a9de-69f25e8481b1,CAT-PPE,EXACT_DUPLICATE,BUS-SYN-516981,NEC-SYN-300758,Identical MPN and specs
86e203d3-c7b2-4f2f-85ca-7570e844d36c,CAT-GSK,EXACT_DUPLICATE,AHM-SYN-776014,AHM-SYN-959393,Identical MPN and specs
1695c341-f8e4-47fb-bcd5-1f86efb67dfb,CAT-MTR,EXACT_DUPLICATE,CPI-SYN-512694,BUS-SYN-472158,Identical MPN and specs
eacb3a48-ba90-4215-91f8-9336ed25d8e2,CAT-CBL,EXACT_DUPLICATE,GME-SYN-819290,GME-SYN-659364,Identical MPN and specs
48400594-a971-4bde-beea-ff352e0c840b,CAT-VLV,EXACT_DUPLICATE,CPI-SYN-823377,BUS-SYN-819326,Identical MPN and specs
e0062e9e-35cf-4b23-bf5a-d5984a6c2225,CAT-INS,EXACT_DUPLICATE,NEC-SYN-147804,GME-SYN-201095,Identical MPN and specs
006dc5f5-eae2-421a-a444-3dfba2d4aefc,CAT-MTR,EXACT_DUPLICATE,AHM-SYN-293303,AHM-SYN-170447,Identical MPN and specs
d90ba72a-c7a9-4db7-a057-bb6ab622074e,CAT-PMP,EXACT_DUPLICATE,GME-SYN-559894,CPI-SYN-195595,Identical MPN and specs
0e1262aa-9504-4ce6-9c9d-8978dfcdf65f,CAT-VLV,EXACT_DUPLICATE,NEC-SYN-201412,AHM-SYN-963291,Identical MPN and specs
cba30c42-21ff-4790-8b0f-dac726f2ccd4,CAT-PMP,EXACT_DUPLICATE,GME-SYN-304619,GME-SYN-307181,Identical MPN and specs
46b91840-f69a-423c-911b-8cabb6c42a0e,CAT-LUB,EXACT_DUPLICATE,AHM-SYN-818008,CPI-SYN-207989,Identical MPN and specs
aca302ae-9a3d-43c6-bc68-574934594672,CAT-MTR,EXACT_DUPLICATE,AHM-SYN-343523,AHM-SYN-489601,Identical MPN and specs
6c3b0b32-da96-4bbe-8890-b6cb9e03521d,CAT-ELC,EXACT_DUPLICATE,NEC-SYN-534391,AHM-SYN-360048,Identical MPN and specs
4eda2126-f8fb-404b-8456-20d82af646e3,CAT-ELC,EXACT_DUPLICATE,NEC-SYN-280542,BUS-SYN-520067,Identical MPN and specs
78ccdc0a-8b8a-48ff-8725-ff68e5ea71dc,CAT-BRG,EXACT_DUPLICATE,AHM-SYN-411209,NEC-SYN-504899,Identical MPN and specs
0bd51f36-3177-423f-9c64-05a0295fa414,CAT-FST,EXACT_DUPLICATE,BUS-SYN-693551,AHM-SYN-140601,Identical MPN and specs
86b2c549-22fc-4f0f-9ae1-0fc1ed67305a,CAT-GSK,EXACT_DUPLICATE,AHM-SYN-524301,NEC-SYN-745371,Identical MPN and specs
b60d868f-19a1-4e2d-b1d7-580916fec152,CAT-VLV,EXACT_DUPLICATE,CPI-SYN-254406,GME-SYN-146685,Identical MPN and specs
bf204d4a-b141-4c9f-9699-a2ce8a31fd8d,CAT-ELC,EXACT_DUPLICATE,AHM-SYN-599792,AHM-SYN-850707,Identical MPN and specs
07536ea6-a515-42b0-b3f9-da336b3b015f,CAT-VLV,EXACT_DUPLICATE,AHM-SYN-935991,GME-SYN-824208,Identical MPN and specs
e87a9449-7105-4749-8ae2-99d27ddff5a3,CAT-CBL,EXACT_DUPLICATE,GME-SYN-163846,CPI-SYN-751629,Identical MPN and specs
cfb12c69-2b54-4b60-8afd-5dd9d1f209d8,CAT-PPE,EXACT_DUPLICATE,GME-SYN-504957,NEC-SYN-569534,Identical MPN and specs
dd423f80-f8e8-44ca-81b1-68c973163d64,CAT-PMP,EXACT_DUPLICATE,NEC-SYN-946811,GME-SYN-630071,Identical MPN and specs
5cd1256e-b01c-4f2a-b3f7-16fc3ce3937f,CAT-LUB,EXACT_DUPLICATE,AHM-SYN-810095,CPI-SYN-136116,Identical MPN and specs
53e4cedb-a6bd-473d-8883-e3a51d2fdd2e,CAT-VLV,EXACT_DUPLICATE,GME-SYN-999973,GME-SYN-158821,Identical MPN and specs
859343ff-6af2-4659-b37a-5effbe2e0bb9,CAT-CBL,EXACT_DUPLICATE,BUS-SYN-489482,NEC-SYN-608435,Identical MPN and specs
42333748-15c3-4868-a788-93e065d1960c,CAT-INS,EXACT_DUPLICATE,NEC-SYN-867020,AHM-SYN-353819,Identical MPN and specs
c0e24115-5e06-488f-a476-27351e3ebd10,CAT-VLV,EXACT_DUPLICATE,AHM-SYN-575704,CPI-SYN-760909,Identical MPN and specs
4b487f98-6492-435c-b25c-23d1db768e1d,CAT-GSK,EXACT_DUPLICATE,AHM-SYN-403131,NEC-SYN-213561,Identical MPN and specs
d697203d-8136-44be-a9f6-c852714e9efb,CAT-PIP,EXACT_DUPLICATE,NEC-SYN-898958,NEC-SYN-109894,Identical MPN and specs
64867c4e-8592-4c9a-8f11-fda266aa8930,CAT-FST,EXACT_DUPLICATE,BUS-SYN-801742,CPI-SYN-152597,Identical MPN and specs
e7d33170-b905-495a-97f5-bdf07ec261df,CAT-ELC,EXACT_DUPLICATE,AHM-SYN-126507,NEC-SYN-842717,Identical MPN and specs
c3685392-75d4-4c07-a190-e6e2dca486e6,CAT-PMP,EXACT_DUPLICATE,AHM-SYN-287552,NEC-SYN-223743,Identical MPN and specs
91d92fe0-93ce-4c4b-bcf9-06829b782281,CAT-PIP,EXACT_DUPLICATE,AHM-SYN-292682,BUS-SYN-227841,Identical MPN and specs
a1b2cda9-1358-46ae-9238-09234d5315be,CAT-CBL,EXACT_DUPLICATE,CPI-SYN-689073,BUS-SYN-214004,Identical MPN and specs
ee642d5e-20d4-4870-b723-77b228694d6e,CAT-FST,EXACT_DUPLICATE,BUS-SYN-699593,NEC-SYN-894149,Identical MPN and specs
f686108b-636a-4390-8666-8009488f3912,CAT-INS,EXACT_DUPLICATE,NEC-SYN-921257,BUS-SYN-965697,Identical MPN and specs
42b58d34-b00c-4dd7-b459-2204afeb16ff,CAT-LUB,EXACT_DUPLICATE,AHM-SYN-753752,GME-SYN-397057,Identical MPN and specs
7481f065-e448-4893-afb6-1484fa4a5ffa,CAT-PMP,EXACT_DUPLICATE,CPI-SYN-184898,CPI-SYN-237400,Identical MPN and specs
78a3c6dc-6c4e-4e35-a826-7a247a6496b9,CAT-MTR,EXACT_DUPLICATE,AHM-SYN-870048,CPI-SYN-307897,Identical MPN and specs
6706a6c8-3fb0-495d-a631-d360db79a0da,CAT-PPE,EXACT_DUPLICATE,CPI-SYN-275328,CPI-SYN-557723,Identical MPN and specs
e1889a17-f7aa-493a-b382-96377a83e5a3,CAT-INS,EXACT_DUPLICATE,NEC-SYN-680380,GME-SYN-883207,Identical MPN and specs
f7a350d2-b170-44fe-a480-53f9b7f41706,CAT-LUB,EXACT_DUPLICATE,AHM-SYN-230098,AHM-SYN-343874,Identical MPN and specs
c594870c-b6b8-4718-881c-eeb1a431763c,CAT-FST,EXACT_DUPLICATE,BUS-SYN-588013,NEC-SYN-660673,Identical MPN and specs
6f1e3214-ea4a-468b-87bd-cee35c8c265c,CAT-PPE,EXACT_DUPLICATE,NEC-SYN-286093,CPI-SYN-197180,Identical MPN and specs
7d5704e8-b268-4363-9cd4-0d40de220931,CAT-MTR,EXACT_DUPLICATE,CPI-SYN-396840,NEC-SYN-662483,Identical MPN and specs
17b43fc3-0065-4a00-9c3c-c26cedb4c546,CAT-PPE,EXACT_DUPLICATE,AHM-SYN-675565,BUS-SYN-660522,Identical MPN and specs
83076d4e-f596-49fc-9bd6-24392eb64ed2,CAT-PPE,EXACT_DUPLICATE,AHM-SYN-448441,NEC-SYN-656765,Identical MPN and specs
757781cf-4851-48b5-ab2f-9080ea79bc83,CAT-PIP,EXACT_DUPLICATE,NEC-SYN-134759,GME-SYN-512256,Identical MPN and specs
b3929437-a045-403a-8074-89f12c0d9ebd,CAT-VLV,EXACT_DUPLICATE,BUS-SYN-118983,GME-SYN-589223,Identical MPN and specs
8f6a5a94-90e3-43e4-b9f9-31d36cda9399,CAT-BRG,EXACT_DUPLICATE,BUS-SYN-358199,BUS-SYN-925482,Identical MPN and specs
3afa5ad6-ace2-4f89-b5e3-9650bb88aa2d,CAT-PMP,EXACT_DUPLICATE,GME-SYN-119915,AHM-SYN-262848,Identical MPN and specs
791663ab-6e7d-490a-9ee0-67f1db9bc675,CAT-VLV,EXACT_DUPLICATE,CPI-SYN-285317,NEC-SYN-141566,Identical MPN and specs
1e2b5e23-497f-429a-9812-00daa69f481a,CAT-ELC,EXACT_DUPLICATE,BUS-SYN-673370,NEC-SYN-248436,Identical MPN and specs
5fc18299-3813-4946-b32f-6329c4d496dd,CAT-LUB,EXACT_DUPLICATE,GME-SYN-128962,CPI-SYN-265351,Identical MPN and specs
7888b68a-4f54-443c-b56a-09bf9a68c4df,CAT-CBL,EXACT_DUPLICATE,CPI-SYN-926182,BUS-SYN-848540,Identical MPN and specs
eec7b6a7-45c2-4218-8e2a-49c275bda460,CAT-LUB,EXACT_DUPLICATE,GME-SYN-919355,NEC-SYN-437158,Identical MPN and specs
b3a16117-3c62-475c-9fc4-7c45ee5cd22c,CAT-PPE,EXACT_DUPLICATE,GME-SYN-460819,GME-SYN-846524,Identical MPN and specs
85906a96-3bc5-41f5-bd2d-93178b9108ba,CAT-PMP,EXACT_DUPLICATE,NEC-SYN-322645,NEC-SYN-217622,Identical MPN and specs
7d7e0f75-e441-4cf5-b8fa-e11d9d3b0f1f,CAT-CBL,EXACT_DUPLICATE,GME-SYN-506677,BUS-SYN-262895,Identical MPN and specs
4f9b5c7b-4096-4bc8-81a8-a95b8fae2b59,CAT-VLV,EXACT_DUPLICATE,AHM-SYN-747629,BUS-SYN-726808,Identical MPN and specs
4ea9dada-d5b0-4fa9-96aa-c7b7cd8f3612,CAT-LUB,EXACT_DUPLICATE,GME-SYN-386846,NEC-SYN-562445,Identical MPN and specs
b7e8c7d4-84fd-4665-aed8-803f59618ab8,CAT-ELC,EXACT_DUPLICATE,NEC-SYN-393908,AHM-SYN-328719,Identical MPN and specs
bc34ead3-a970-46a1-a108-d7350c16ba5c,CAT-ELC,EXACT_DUPLICATE,AHM-SYN-898829,CPI-SYN-763390,Identical MPN and specs
cdf7ba4a-6a1b-481b-aafe-93a3d03240bf,CAT-LUB,EXACT_DUPLICATE,BUS-SYN-546618,AHM-SYN-500994,Identical MPN and specs
22fffa0d-3b45-470c-8026-5b477025c2cf,CAT-FLG,EXACT_DUPLICATE,BUS-SYN-939156,GME-SYN-412316,Identical MPN and specs
e45c6bfe-30a9-4350-83db-373c12c8f6e2,CAT-VLV,EXACT_DUPLICATE,GME-SYN-590138,BUS-SYN-578293,Identical MPN and specs
09293236-5a08-4619-97ff-8f854ee1b1c2,CAT-ELC,EXACT_DUPLICATE,AHM-SYN-637377,BUS-SYN-661095,Identical MPN and specs
1b14610f-3c24-4e2e-b0b2-e67946eae7ff,CAT-PMP,EXACT_DUPLICATE,NEC-SYN-822648,GME-SYN-375856,Identical MPN and specs
a34419b4-08ae-4bd5-a596-6fbd23b6847c,CAT-GSK,EXACT_DUPLICATE,AHM-SYN-567901,BUS-SYN-562029,Identical MPN and specs
bdb02f50-ddfe-4780-8f55-9bf8b16e6f9f,CAT-ELC,EXACT_DUPLICATE,CPI-SYN-798824,NEC-SYN-352944,Identical MPN and specs
d7783fce-f2bf-4446-b990-fd1088e4efbc,CAT-MTR,EXACT_DUPLICATE,NEC-SYN-938568,BUS-SYN-409637,Identical MPN and specs
50433692-b26d-4f55-908f-df5189877f53,CAT-FST,EXACT_DUPLICATE,CPI-SYN-528709,BUS-SYN-907678,Identical MPN and specs
3fd9a38e-bd6e-4c14-add8-0808411ad22f,CAT-VLV,EXACT_DUPLICATE,BUS-SYN-453559,GME-SYN-653392,Identical MPN and specs
7617307e-d9b2-4558-ad39-3003ba921123,CAT-GSK,EXACT_DUPLICATE,BUS-SYN-589255,AHM-SYN-196176,Identical MPN and specs
94f11ca2-10d8-4479-9675-6d2b5996da40,CAT-GSK,EXACT_DUPLICATE,GME-SYN-275009,GME-SYN-610643,Identical MPN and specs
37c5622d-d36a-4c65-a76e-a465d1189af3,CAT-GSK,EXACT_DUPLICATE,BUS-SYN-396757,NEC-SYN-694469,Identical MPN and specs
067a64af-bf02-4b63-851e-44cf05e64063,CAT-MTR,EXACT_DUPLICATE,CPI-SYN-774485,AHM-SYN-667893,Identical MPN and specs
64f6d4fa-a7cd-425f-a5b4-70f7e691d7d2,CAT-MTR,EXACT_DUPLICATE,NEC-SYN-364403,NEC-SYN-970276,Identical MPN and specs
5bb857d7-25bc-46e2-aefc-5b2550901830,CAT-MTR,EXACT_DUPLICATE,CPI-SYN-539172,GME-SYN-978379,Identical MPN and specs
857f6d11-7c5b-4d51-960c-f628cacb3c36,CAT-FLG,EXACT_DUPLICATE,CPI-SYN-566441,NEC-SYN-618501,Identical MPN and specs
7b297f0a-2856-474e-ac7f-1da53025aea5,CAT-PMP,EXACT_DUPLICATE,BUS-SYN-644175,BUS-SYN-429546,Identical MPN and specs
61420189-0f80-4811-9e6d-020ef7bbee8f,CAT-LUB,EXACT_DUPLICATE,CPI-SYN-454638,AHM-SYN-366746,Identical MPN and specs
98879f13-cde1-4c7c-9e8d-07a4dae38a13,CAT-LUB,EXACT_DUPLICATE,BUS-SYN-613373,NEC-SYN-163509,Identical MPN and specs
f48795e6-6cf8-4c57-a328-fbecb063252e,CAT-FST,EXACT_DUPLICATE,BUS-SYN-415725,NEC-SYN-263325,Identical MPN and specs
d2aba83f-1797-4ebd-8b61-ee5efee77e1d,CAT-PIP,EXACT_DUPLICATE,AHM-SYN-609767,CPI-SYN-106907,Identical MPN and specs
15484e72-8c9b-42cd-b3bc-cc95dfd8a0da,CAT-INS,EXACT_DUPLICATE,CPI-SYN-874009,GME-SYN-519706,Identical MPN and specs
57bca2f1-27a5-4ea7-bc7f-e48f8d20e0cd,CAT-BRG,EXACT_DUPLICATE,CPI-SYN-121888,BUS-SYN-430969,Identical MPN and specs
b4374448-67ae-477e-93c6-d721d22b9c2c,CAT-PMP,EXACT_DUPLICATE,GME-SYN-339032,GME-SYN-741891,Identical MPN and specs
d9615b90-b199-494c-8790-56a541de2c62,CAT-PIP,EXACT_DUPLICATE,BUS-SYN-875265,AHM-SYN-959560,Identical MPN and specs
10c9bb96-da6c-441c-93f2-5223ed1c5592,CAT-MTR,EXACT_DUPLICATE,AHM-SYN-729507,AHM-SYN-614779,Identical MPN and specs
a88fc88a-023e-48a9-8e3d-a31704938c48,CAT-PPE,EXACT_DUPLICATE,GME-SYN-771900,NEC-SYN-925489,Identical MPN and specs
8516d889-501c-43df-8fa3-a3cca6f81461,CAT-LUB,EXACT_DUPLICATE,NEC-SYN-459895,GME-SYN-509243,Identical MPN and specs
a32c5caa-1b99-4d77-96e0-0a8393236e77,CAT-FLG,EXACT_DUPLICATE,CPI-SYN-879390,CPI-SYN-450929,Identical MPN and specs
24c90695-e7b2-4516-ad05-7816d8d9f497,CAT-FLG,EXACT_DUPLICATE,BUS-SYN-884151,NEC-SYN-121438,Identical MPN and specs
8bf5ce9b-b6d5-4821-8144-fb2b26872d17,CAT-VLV,EXACT_DUPLICATE,GME-SYN-706176,NEC-SYN-106275,Identical MPN and specs
f9ca56a5-7e2f-4b38-89d1-accced9175ac,CAT-VLV,EXACT_DUPLICATE,NEC-SYN-721043,CPI-SYN-493952,Identical MPN and specs
52f50419-20bd-4ec5-9c5f-e5c9aa06772c,CAT-VLV,EXACT_DUPLICATE,BUS-SYN-609319,AHM-SYN-424660,Identical MPN and specs
5cb74016-5cc0-44de-9629-d0190b31e682,CAT-PIP,EXACT_DUPLICATE,CPI-SYN-300664,GME-SYN-645005,Identical MPN and specs
d3e025dc-10a9-49e0-9a2e-0f2a6873f358,CAT-GSK,EXACT_DUPLICATE,AHM-SYN-738684,BUS-SYN-571518,Identical MPN and specs
2eb516f5-2173-436c-a03b-c46711971778,CAT-ELC,EXACT_DUPLICATE,BUS-SYN-503457,AHM-SYN-818565,Identical MPN and specs
91f258f6-38f8-4f04-afa4-b6f12f80d17a,CAT-BRG,EXACT_DUPLICATE,CPI-SYN-953528,AHM-SYN-674955,Identical MPN and specs
302b7a12-75f9-4d57-a0b5-fbedb32305f6,CAT-GSK,EXACT_DUPLICATE,GME-SYN-148207,NEC-SYN-360895,Identical MPN and specs
85f7f4f0-2789-48ef-9f9d-5d067eaae23e,CAT-PMP,EXACT_DUPLICATE,AHM-SYN-904924,NEC-SYN-374391,Identical MPN and specs
026c0631-72f4-4887-814d-44c1a1c6cc7b,CAT-PPE,EXACT_DUPLICATE,BUS-SYN-991901,NEC-SYN-947351,Identical MPN and specs
71c7e8d8-2fa8-4e2c-a834-a548b52cb7f4,CAT-MTR,EXACT_DUPLICATE,CPI-SYN-510541,AHM-SYN-815721,Identical MPN and specs
05c511e3-e430-46d6-83d6-e2586b4719d6,CAT-INS,EXACT_DUPLICATE,BUS-SYN-233894,BUS-SYN-545986,Identical MPN and specs
6e2202ec-cf30-4748-9218-c1bbb3e597c6,CAT-INS,EXACT_DUPLICATE,CPI-SYN-798869,AHM-SYN-654230,Identical MPN and specs
c5aa7861-4b39-4e6f-b2c3-59c8d33b2225,CAT-MTR,EXACT_DUPLICATE,AHM-SYN-103017,CPI-SYN-462598,Identical MPN and specs
fe1c6f87-a51e-43a1-8e19-d6f0c8b9c372,CAT-INS,EXACT_DUPLICATE,AHM-SYN-707725,GME-SYN-109074,Identical MPN and specs
c23a808e-b048-405f-9675-8ff55114b70d,CAT-PMP,EXACT_DUPLICATE,NEC-SYN-267772,BUS-SYN-973463,Identical MPN and specs
fda17577-76a1-45ff-b48b-dcdc094aadcc,CAT-ELC,EXACT_DUPLICATE,GME-SYN-177389,BUS-SYN-251782,Identical MPN and specs
ac0302c3-ac27-466b-9c0c-cf8fa09414cf,CAT-LUB,EXACT_DUPLICATE,CPI-SYN-936092,NEC-SYN-365583,Identical MPN and specs
5e606274-a64a-4506-9357-f615e992a8de,CAT-FLG,EXACT_DUPLICATE,BUS-SYN-986198,AHM-SYN-224408,Identical MPN and specs
0b8bebd0-a9f7-4895-9a63-cb19086470d8,CAT-PMP,EXACT_DUPLICATE,GME-SYN-920789,GME-SYN-916860,Identical MPN and specs
c0cb3968-c5d3-4e31-b2f1-4ee1b4aee60d,CAT-GSK,EXACT_DUPLICATE,BUS-SYN-190050,GME-SYN-831299,Identical MPN and specs
ee4b91a3-b2c7-46c3-b5fd-97ae8cc4dce8,CAT-FLG,EXACT_DUPLICATE,AHM-SYN-445922,CPI-SYN-145992,Identical MPN and specs
fb4f8e3f-04e0-4f8e-a634-61ea8f0d2a00,CAT-GSK,EXACT_DUPLICATE,CPI-SYN-963171,GME-SYN-678981,Identical MPN and specs
4286a9c4-7449-4049-9cb9-6865635dbd59,CAT-ELC,EXACT_DUPLICATE,CPI-SYN-586166,AHM-SYN-463098,Identical MPN and specs
eaf85b0d-b930-4ce2-914b-d5fbbb6b4299,CAT-CBL,EXACT_DUPLICATE,GME-SYN-812334,GME-SYN-753353,Identical MPN and specs
c6db8c11-39b1-49d5-9a34-2dfae5e2d7fe,CAT-FST,EXACT_DUPLICATE,BUS-SYN-614027,BUS-SYN-840020,Identical MPN and specs
f94708df-0d88-4912-9cfd-7c92e59f5c3d,CAT-GSK,EXACT_DUPLICATE,BUS-SYN-241441,NEC-SYN-410917,Identical MPN and specs
f8df1203-e55f-4aed-a9f6-397c6620d27c,CAT-GSK,EXACT_DUPLICATE,BUS-SYN-771456,NEC-SYN-401384,Identical MPN and specs
c57a87e8-b23d-45b2-8ea2-6a288a5ef7ff,CAT-PMP,EXACT_DUPLICATE,GME-SYN-315032,AHM-SYN-607791,Identical MPN and specs
59415f50-aacd-41cf-83fb-dec8e14f5b9a,CAT-PPE,EXACT_DUPLICATE,BUS-SYN-751979,AHM-SYN-191676,Identical MPN and specs
0a20b9e2-2bb7-459f-9a06-45e8a5470764,CAT-VLV,EXACT_DUPLICATE,NEC-SYN-983219,CPI-SYN-749691,Identical MPN and specs
bab17037-7fc1-4dcb-b259-d5b38f7c8566,CAT-INS,EXACT_DUPLICATE,GME-SYN-847550,NEC-SYN-895038,Identical MPN and specs
29d38049-35ab-42e1-a6e6-bccda49a7006,CAT-ELC,EXACT_DUPLICATE,GME-SYN-600899,AHM-SYN-466507,Identical MPN and specs
e7341643-4348-49b3-95d6-e504f9beac1b,CAT-BRG,EXACT_DUPLICATE,BUS-SYN-325222,AHM-SYN-218296,Identical MPN and specs
75ac0fa1-19b9-47b3-8f59-db460b990847,CAT-FST,EXACT_DUPLICATE,AHM-SYN-375755,AHM-SYN-928899,Identical MPN and specs
7d2e018b-d5d4-4790-b480-0b9577061f11,CAT-PMP,EXACT_DUPLICATE,NEC-SYN-607001,BUS-SYN-230408,Identical MPN and specs
dd9f4fc3-e332-4dc5-9926-27727f1221fa,CAT-PMP,EXACT_DUPLICATE,GME-SYN-638004,GME-SYN-582210,Identical MPN and specs
8794f92d-f8e5-40a1-af58-5c3c30bbe9d5,CAT-MTR,EXACT_DUPLICATE,CPI-SYN-830052,CPI-SYN-460458,Identical MPN and specs
f7739ce8-d02e-495c-ac72-a518633c00f4,CAT-FLG,EXACT_DUPLICATE,NEC-SYN-961991,AHM-SYN-252445,Identical MPN and specs
4044c7d8-765f-4952-ae47-804f3df1a760,CAT-FST,EXACT_DUPLICATE,AHM-SYN-784862,NEC-SYN-731094,Identical MPN and specs
e01f5fa3-71bd-43ac-ba04-3f30eec09003,CAT-FST,EXACT_DUPLICATE,CPI-SYN-258011,BUS-SYN-682890,Identical MPN and specs
66581e4e-164f-47b1-8020-3eef6f6844a9,CAT-BRG,EXACT_DUPLICATE,NEC-SYN-907530,GME-SYN-538247,Identical MPN and specs
2ef5d5ad-8708-46fd-a295-d5e792b96e53,CAT-MTR,EXACT_DUPLICATE,GME-SYN-450931,CPI-SYN-220987,Identical MPN and specs
32abd972-73e5-4717-9d0e-306f25e6aa82,CAT-BRG,EXACT_DUPLICATE,BUS-SYN-801334,CPI-SYN-251361,Identical MPN and specs
0c0ddee3-1053-4030-b4b5-fe30619bd6fa,CAT-MTR,EXACT_DUPLICATE,NEC-SYN-813855,NEC-SYN-326758,Identical MPN and specs
41b6d472-105f-446b-a8dc-992931e76f0a,CAT-MTR,EXACT_DUPLICATE,BUS-SYN-161930,BUS-SYN-223319,Identical MPN and specs
9e820f9d-c79d-41b3-b91c-2d89c150fe32,CAT-BRG,EXACT_DUPLICATE,CPI-SYN-475379,CPI-SYN-236043,Identical MPN and specs
23dabd74-0cb6-47c0-8cfe-92f546523aa6,CAT-PIP,EXACT_DUPLICATE,GME-SYN-556983,GME-SYN-613105,Identical MPN and specs
ed8391ff-8cd8-44e6-a8a1-18ef0be73016,CAT-PMP,EXACT_DUPLICATE,BUS-SYN-136103,NEC-SYN-743633,Identical MPN and specs
f01aac23-57b9-4fe2-a931-f1d0493eec1d,CAT-ELC,EXACT_DUPLICATE,CPI-SYN-465026,CPI-SYN-875675,Identical MPN and specs
